@relation 'prova-weka.filters.unsupervised.attribute.Reorder-R2,1'

@attribute text string
@attribute classPol {0,4}

@data
' work work work at work working on vacation plans cancun for a week anyone',4
'  aw thanks',4
'  i penciled and inked 21 pages in a day for the beowulf graphic novel at harpercollins pages sucked but still',4
'  we had a rule in a regular irc room i hung out in \"a/s/l\" was grounds for immediate kick and permaban twitter needs similar',4
'  i love your shirts i own a bunch and i love wearing them via  - that\'s awesome',4
' tomorrows my birthday 23 on the 23rd',4
' passed the foreign service interview might be working for ms clinton in a year',4
'  thanks for all of your help this weekend couldn\'t have enjoyed my getaway without you',4
'  frub was modeled on you not at woh freelance now and trying in vain to get my own projects launched',4
' having breakfast at mornings in paris',4
' cooking all but the eggs & cheese until taters are tender wish i could send the aroma over twitter URL',4
' clouds decide to loose veight - sends massive amounts of reneable energy pouring down in norway today more coal saved',4
'  aww i\'m glad you liked them i love collecting things like that so i had to be an enabler xd and oh yeah hk is the bomb',4
' optimistic this morning where was all of this optimism and peace monday tuesday and wednesday',4
'  i\'m shocked i tell ya just shocked',4
' it makes sence rt   i think it\'s the pressure not to exceed your characters the haste excells error ha',4
'  take a pic for tj',4
' happy friday this weekend offers me \'angel\'s and demons\' and the museum of civilization in hull including some imax science movies',4
'  happy anniversary now get outa here and go celebrate with u\'r man',4
' hands down best dream i ever had gave me confidence and showed me what i need to do',4
'   only got 60\% so i\'m interested how you\'ll do and  managed to get 50\% too despite hardly knowing me lol',4
'    - good times at the cracker barrel have a safe trip back to boston',4
'  yes june 1 we launch forums on site URL u will be able to connect w parents about your adorable stuff',4
' welcome  ty for the ff much appreciated -      ',4
'  i have just unconsciously woop wooped a workmate una juju gani hebu jitetee heheh you\'re right it\'s kinda fun to say',4
' drumming on my knees is fun',4
'  agree am still on ep10 oh well i\'ve heard about that suicide thingy too that\'s sad well i yi jung-ga eul tandem',4
' enjoying my cinnamon frappe',4
'  hope seattle treats you well i miss you tons',4
'  veronica are you guys gunna come to england at any point x',4
' eating toastt',4
'  yay just catched you i love your new pic is it recent how\'s u my darling ready for a little nap xx',4
'  i\'d better not mention that i\'ve been cc\'ed onto an email that was sent to doctor who producers present and future',4
'  aagh can\'t stop playing crush the castle thanks for ruining my afternoon no seriously thanks URL',4
' is ready for bed hehe its been a very long and tiring day yaya bring on the weekend',4
' i slept terribly last night but had a good dream one of my vendors installed an espresso machine in my house for free',4
'  glad to hear about kati and i hope you feel better as well',4
' it\'s gonna be a good day my hair looks sweet and i\'m going to teach the class about the sharks so that they\'ll want to save them too',4
' rt  i love being black my skin & my complexion <-- ditto',4
' rainy day so expect tomorrow\'s construction lecture and happy birthday to you \"patrick star STRLAUGH',4
' flyong to dallas and then tulsa',4
' a familiar sight at my moms URL',4
'  glad you like the mix don\'t forget to check out my podcast on itunes',4
' its my girlfran  mb \'s birthday yall better recognize',4
' now dinner and then some studying before i head for the stable maybe a cider or two later wouldn´t be a bad idea',4
'  lol well i slathered with aloe so its better today for sure still burnt tho but maybe i can disguise the face with makeup',4
' c\'mon only 19 away already for todays goal spread the word to follow  on this great follow friday',4
'  thanks it\'s such a nice combination',4
'  okay thanks',4
'   i agree and i feel cheap asking for a stumble it\'s much better to see it happen naturally',4
'  honestly is always the best policy',4
' blogging \'bout the songwriter retreat this might get a little long',4
' morning tourny today wanna make some money',4
' gig tonight',4
'  good to hear it excited already cant wait to see \'chasing lights\' my fave song',4
'  thanks for the photo i gotta get back w/ photographing the sunsets',4
' goodmorning feels like its gunna be a good day',4
'  but i could also just get a blu-ray player because i love my dvr too',4
'  no prob and the same to you',4
'  omg i\'m going to watch angels & demons with my mum tomorrow too what time you going mine is 12 plus',4
'  we sure are and it appears  can\'t count to 4 because he wants to split it into 2 separate bets for the two series',4
'  that is the way it always seems to go isn\'t it the best results always seem to come when no one is around',4
'  you\'re back yay don\'t ever leave again how are you',4
'  roger wilco smack',4
'  dreamz why thank you',4
' hope to sleep tight today STRLAUGH',4
' it\'s raining again fb',4
'  awesome can\'t wait to read it',4
' tgif enjoy the weekend everyone',4
'  oh that makes sense',4
'  hope ur feeling better soon loving 90210 altough im only up to silver\'s disappearance after the film; i live in london xx',4
'  welcome welcome',4
'  snuggles back',4
'  ur such a sap i still love ebay',4
'  so far it\'s awesometastic - gonna try and hold it there all day',4
' playing tetris with christina cant wait for tonight its gonna be lots of fun',4
'  thanks',4
'   did some videos so you will be able to get some sound',4
'   while riding shotgun to a cooler on a surfboard',4
' i wrote 2 songs in 24 hours i guess without music they\'re just poems but still',4
'  happy birthday and you\'re heading to ny soon -- such an exciting time in your life',4
' listenin to poker face by  i love all her songs',4
' alarm going off in pret = i was given a free coffee',4
' math final in like 2 minutes good thing i can text in this class maybe i\'ll tweet for help',4
' heading for the beach this weekend cheering for my taekwondo-kids',4
' and in case anyone is wondering - i tweet about food i love cause i love food i am not paid or sponsored i\'m just pregnant',4
'  can\'t wait to read it',4
'  i\'d say that calls for alot more than one drink',4
'  ok will do x i\'ll ask him on facebook what shall i say lol x',4
'  glad you\'re feeling better',4
' co-workers and i are looking for a patio lunch near hollis and george hmm there\'s always hotdogs',4
'  they would be a perfect match if that is true',4
' superbad in the car',4
'  didn\'t know that will try it',4
'  thank you for the followfriday',4
'  well sir with luck i\'ll be able to join you for both rounds',4
' followfriday  yeah i just did it now what vanity and narcissism are comical if i can\'t follow me you should',4
'  thanks are you on holiday now',4
'  congrats avenue is really great please add the dmx capabilities back',4
'  tempting',4
' youpidou ses vendredi',4
' is excited for jive and wail tonight',4
' it\'s official have plane tickets registration is in the mail we\'ll be off to my 20 year high school reunion in horseheads ny in july',4
'  i saw you on  and i want my free game or t-shirt',4
' ooc *is looking forwards to the whole seeker-fleeing thing of today*',4
' oh ya got my splenda today',4
' so im in the green room waiting for  and da band so i guess we aint late butterflies in da fonez',4
'  if you\'re happy i\'m happy',4
' omg look at the top left corner of my profile that\'s a hay bale STRLAUGH not miley\'s hair',4
'  possibly the yummiest chocolate buttons i\'ve ever tasted',4
